Sequencing_ID	new_genotype
PN8_SID758	Zx.0570_P2_P3_P1.1.1.1
PN8_SID759	Zx.0570_P2_P3_P1.2.1.1
PN8_SID760	Zx.0570_P2_P3_P1.3.1.1
PN8_SID761	Zx.0570_P2_P3_P1.4.1.1
PN8_SID762	Zx.0570_P2_P3_P2.2.1.1
PN8_SID763	Zx.0570_P2_P3_P2.3.1.1
PN8_SID764	Zx.0570_P2_P3_P2.4.1.1
PN8_SID765	Zx.0570_P2_P3_P3.1.1.1
PN8_SID766	Zx.0570_P2_P3_P3.2.1.1
PN8_SID767	Zx.0570_P2_P3_P3.3.1.1
PN8_SID768	Zx.0570_P2_P4_P1.1.1.1
PN9_SID769	Zx.0570_P2_P4_P1.2.1.1
PN9_SID770	Zx.0570_P2_P4_P1.4.1.1
PN9_SID771	Zx.0570_P2_P4_P2.1.1.1
PN9_SID772	Zx.0570_P2_P4_P2.3.1.1
PN9_SID773	Zx.0570_P2_P5_P1.1.1.1
PN9_SID774	Zx.0570_P2_P5_P1.2.1.1
PN9_SID775	Zx.0570_P2_P5_P2.1.1.1
PN9_SID776	Zx.0570_P2_P5_P2.2.1.1
PN9_SID777	Zx.0570_P2_P5_P2.3.1.1
PN9_SID778	Zx.0570_P2_P5_P2.4.1.1
PN9_SID779	Zl.0050_P1_P1_P1.1.1.1
PN9_SID780	Zl.0050_P1_P1_P1.2.1.1
PN9_SID781	Zl.0050_P1_P1_P1.3.1.1
PN9_SID782	Zl.0050_P1_P1_P1.4.1.1
PN9_SID783	Zl.0050_P1_P1_P2.1.1.1
PN9_SID784	Zl.0050_P1_P1_P2.2.1.1
PN9_SID785	Zl.0050_P1_P1_P2.3.1.1
PN9_SID786	Zl.0050_P1_P1_P2.4.1.1
PN9_SID787	Zl.0050_P1_P1_P3.1.1.1
PN9_SID788	Zl.0050_P1_P1_P3.2.1.1
PN9_SID789	Zl.0050_P1_P1_P4.1.1.1
PN9_SID790	Zl.0050_P1_P1_P4.2.1.1
PN9_SID791	Zl.0050_P1_P1_P4.3.1.1
PN9_SID792	Zl.0050_P1_P4_P1.1.1.1
PN9_SID793	Zl.0050_P1_P4_P2.1.1.1
PN9_SID794	Zl.0050_P1_P5_P1.1.1.1
PN9_SID795	Zl.0050_P1_P5_P1.2.1.1
PN9_SID796	Zl.0050_P1_P5_P1.3.1.1
PN9_SID797	Zl.0050_P1_P5_P2.1.1.1
PN9_SID798	Zl.0050_P1_P5_P2.3.1.1
PN9_SID799	Zl.0050_P1_P5_P2.4.1.1
PN9_SID800	Zl.0050_P1_P5_P3.1.1.1
PN9_SID801	Zl.0050_P1_P5_P3.2.1.1
PN9_SID802	Zl.0050_P1_P5_P3.3.1.1
PN9_SID803	Zl.0050_P1_P5_P3.4.1.1
PN9_SID804	Zh.0020_P3_P1_P1.1.1.1
PN9_SID805	Zh.0020_P3_P1_P1.2.1.1
PN9_SID806	Zh.0020_P3_P1_P1.3.1.1
PN9_SID807	Zh.0020_P3_P2_P1.1.1.1
PN9_SID808	Zh.0020_P3_P2_P1.2.1.1
PN9_SID809	Zh.0020_P3_P2_P1.3.1.1
PN9_SID810	Zh.0020_P3_P2_P1.4.1.1
PN9_SID811	Zh.0020_P3_P2_P2.1.1.1
PN9_SID812	Zh.0020_P3_P2_P2.4.1.1
PN9_SID813	Zh.0020_P3_P2_P3.1.1.1
PN9_SID814	Zh.0020_P3_P2_P3.2.1.1
PN9_SID815	Zh.0020_P3_P2_P3.3.1.1
PN9_SID816	Zh.0020_P3_P2_P4.1.1.1
PN9_SID817	Zh.0020_P3_P2_P4.2.1.1
PN9_SID818	Zh.0020_P3_P2_P4.3.1.1
PN9_SID819	Zh.0020_P3_P2_P4.4.1.1
PN9_SID820	Zh.0020_P3_P3_P1.2.1.1
PN9_SID821	Zh.0020_P3_P3_P1.4.1.1
PN9_SID822	Zh.0020_P3_P3_P1.5.1.1
PN9_SID823	Zh.0020_P3_P4_P1.1.1.1
PN9_SID824	Zh.0020_P3_P4_P1.2.1.1
PN9_SID826	Zh.0020_P3_P4_P1.4.1.1
PN9_SID827	Zh.0020_P3_P5_P1.1.1.1
PN9_SID828	Zh.0020_P3_P5_P1.2.1.1
PN9_SID829	Zh.0020_P3_P5_P1.3.1.1
PN9_SID830	Zh.0020_P3_P5_P1.4.1.1
PN9_SID831	Zh.0030_P4_P1_P1.1.1.1
PN9_SID832	Zh.0030_P4_P1_P1.2.1.1
PN9_SID833	Zh.0030_P4_P1_P1.3.1.1
PN9_SID834	Zh.0030_P4_P1_P2.1.1.1
PN9_SID835	Zh.0030_P4_P1_P2.2.1.1
PN9_SID836	Zh.0030_P4_P1_P2.3.1.1
PN9_SID837	Zh.0030_P4_P1_P2.4.1.1
PN9_SID839	Zh.0030_P4_P2_P1.1.1.1
PN9_SID840	Zh.0030_P4_P2_P1.2.1.1
PN9_SID841	Zh.0030_P4_P2_P1.3.1.1
PN9_SID842	Zh.0030_P4_P3_P1.1.1.1
PN9_SID843	Zh.0030_P4_P3_P1.3.1.1
PN9_SID844	Zh.0030_P4_P3_P1.4.1.1
PN9_SID845	Zh.0030_P4_P3_P2.1.1.1
PN9_SID846	Zh.0030_P4_P3_P2.2.1.1
PN9_SID847	Zh.0030_P4_P3_P2.3.1.1
PN9_SID848	Zh.0030_P4_P3_P3.1.1.1
PN9_SID849	Zh.0030_P4_P3_P3.2.1.1
PN9_SID850	Zh.0030_P4_P3_P3.3.1.1
PN9_SID851	Zh.0030_P4_P3_P3.4.1.1
PN9_SID852	Zh.0030_P4_P4_P1.1.1.1
PN9_SID853	Zh.0030_P4_P4_P1.2.1.1
PN9_SID854	Zh.0030_P4_P4_P1.3.1.1
PN9_SID855	Zh.0030_P4_P4_P1.4.1.1
PN9_SID856	Zh.0030_P4_P4_P2.1.1.1
PN9_SID857	Zh.0030_P4_P4_P2.2.1.1
PN9_SID858	Zh.0030_P4_P4_P2.3.1.1
PN9_SID859	Zh.0030_P4_P4_P2.4.1.1
PN9_SID860	Zh.0030_P4_P5_P1.1.1.1
PN9_SID861	Zh.0030_P4_P5_P1.2.1.1
PN9_SID862	Zh.0030_P4_P5_P1.3.1.1
PN9_SID863	Zh.0030_P4_P5_P1.4.1.1
PN9_SID864	Zh.0030_P4_P5_P2.1.1.1
PN1_SID85	B73
PN3_SID203	B73
PN3_SID236	B73
PN3_SID255	B73
PN4_SID326	B73
PN5_SID429	B73
PN5_SID442	B73
PN5_SID468	B73
PN6_SID576	B73
PN8_SID693	B73
PN8_SID751	B73
PN9_SID838	B73
PN10_SID893	B73
PN3_SID217	PurpleCheck
PN4_SID373	PurpleCheck
PN5_SID445	PurpleCheck
PN5_SID478	PurpleCheck
PN6_SID530	PurpleCheck
PN7_SID583	PurpleCheck
PN7_SID597	PurpleCheck
PN7_SID600	PurpleCheck
PN7_SID638	PurpleCheck
PN8_SID732	PurpleCheck
PN8_SID739	PurpleCheck
PN9_SID825	PurpleCheck
PN13_SID1162	PurpleCheck
PN13_SID1225	PurpleCheck
PN14_SID1335	PurpleCheck
PN15_SID1353	PurpleCheck
PN16_SID1486	PurpleCheck
PN18_SID1643	PurpleCheck
PN1_SID75	PurpleCheck
PN2_SID118	PurpleCheck
PN2_SID143	PurpleCheck
